,,Unnamed: 0,song,album,lyrics
121,121,121,Spend The Night,,"I've never asked to define our time
It's understood
So crystal clear
When your eyes lock mine
We so connect
But we're almost scared of it
So no strings attached
Is where it's at..
For the moment
So just relax
Baby lay back
And let's just
Spend the night, spend the night (woah oh oh)
Undo my dress, let down my hair
And let's just
Spend the night, spend the night
Yeah, I play cool
Like i've met a hundred yous
And for tonight
You're just right
To be the one I use
But you break me down
I forget the games I play
Oh you wrap me up
In your arms and I just.. melt away
So just relax
Baby lay back
And let's just
Spend the night, spend the night (woah oh oh)
Undo my dress, let down my hair
And let's just
Spend the night, spend the night
Oh if I could freeze this moment
In my heart shaped locket
Wear you around my neck
So you won't be forgotten
I would, I would
Oh if I could tell you everything
I feel for you baby
Spill my heart out on the floor
And have it be reciprocated
I would, you know I would
So just relax
Baby lay back
And let's just
Spend the night, spend the night (woah oh oh)
Undo my dress, let down my hair
And let's just
Spend the night, spend the night
Oh baby relax
Oh baby lay back
And let's just
Spend the night, spend the night
Undo my dress, let down my hair (Oh if I could freeze this moment in my heart shaped locket
And let's just wear you around my neck so you won't be forgotten
Spend the night, spend the night. I would, I would)
Woah oh oh"
122,122,122,The Driveway,,"Remember last summer
Under the shooting stars?
We made a wish were together forever
And let nobody tear us apart
And how fun was that ride down to Mexico?
We took a chance on those road side tacos
And we got sick by the side of the road
[Pre-Chorus 1]
And the fall came
And we had that big pot lot party;
And your little sixteen year old brother
Spilt wine all over my carpet
And I got mad, you thought it was funny
I stayed mad all winter;
It's so sad
A thing like that
Becomes such a splinter
I tried it your way
But I got nothing to show
It's been the same, same
And the story's getting old
So, I guess the driveway
Is the end of the road
For us it's too, late
Let the credits start to roll
I'm almost twenty-three
And I'm barely hanging on
I can't keep crashing couches
And going to sleep at dawn
And when were you going to take me somewhere that I can dress up?
Where we can act grown up
Do you ever wanna clean up?
[Pre-Chorus 2]
We share a car, you thought it was okay
You couldn't have cut it closer
I'm sick of it, this is it;
And now the party's over
I tried it your way
But I got nothing to show
It's been the same, same, and
The story's getting old
So, I guess the driveway
Is the end of the road
For us it's too, late
Let the credits start to roll
Someday, you'll make, some girl, happy;
I know, you'll get though
You'll know, just what, to say, to do;
Because I showed you
I tried it your way
But I got nothing to show
It's been the same, same
And the story's getting old
So, I guess the driveway
Is the end of the road
For us it's too, late
Let the credits start to roll
Let the credits start to roll
Oh, yea, yea, yea, yea, yea, yea, yeah
Oh, it's too late, it's too late, it's too late
I guess the driveway; will be the end of the road"
123,123,123,Growing Pains,,"You would think that I could find
A simple song, a photograph of mine
To show this public eye what I have to offer
I may not have a PhD
Or speak in eloquent philosophy
I'm nothing more than simply me, you'll see
[Pre-Chorus]
What I am trying to say, hey
I'm just a babe in so many ways
I'm still growing, still stretching
Still breaking in these new shoes
Looking for a way to make a mark of my own
I'm just a spring chick, wet behind the ears
It's a part of life, so there's no need to fear
These growing pains that I'm going through
I don't regret, I'm not ashamed
That I haven't yet begun to speaketh ways (As the wisest of men)
Oh perhaps some day but for now I'm grateful
To be a part of the family tree
While The Man upstairs does His work on me
It's a job that may take eternity to complete
Just when I've learned all I can
Those growing pains up and kick on in again
Still growing, still stretching
Still breaking in these new shoes
Looking for a way to make a mark of my own
I'm just a spring chick, wet behind the ears
It's a part of life, so there's no need to fear
These growing pains that I'm going through
Time after time, one more time and again
Will it ever end?
It's the lessons in our lives that make us wise
But young or old, I am told it's the same
Oh, these growing pains never go away
So I'll just keep on trying
[Pre-Chorus]
What I am trying to say, hey
I'm just a babe in so many ways
Still growing, still stretching
Still breaking in these new shoes
Looking for a way to make a mark of my own
I'm just a spring chick, wet behind the ears
It's a part of life, so there's no need to fear
These growing pains that I'm going through
Oh, baby don't worry about a thing
Thank you
Thank you very much
Thank you
Thank you"
124,124,124,When There’s Nothing Left,,"When there's nothing left to give
I will give you more than I ever gave before
When there's nothing left to say
I'll say it all again, but until then
And I'll give you my heart, say I love you
Say I love you
And I'll give you my heart, say I love you
Oh, 'cause I do, Jesus
No music to play so I sing you my own song
Come on and sing along
When there's nothing that remains
You still stay the same
You're looking so strong
And I'll give you my heart, say I love you
Say I love you
And I'll give you my heart, say I love you
Oh, 'cause I do, Jesus
And I'll give you my heart, say I love you
I'm gonna, I'm gonna say I love you
And I'll give you my heart, say I love you
Oh, 'cause I do, sweet Jesus
When there's nothing left to give
I will give you more than I ever gave before
I'm gonna give you my heart
I'm gonna give you my heart"
125,125,125,Girl Next Door,,"Got a call from my friend
She saw my picture again
In a magazine
We laughed out loud
'Cause she said, ""Remember when this was all a silly dream?""
Now I wake up every day
In a different city
A smile on my face
Somebody pinch me
She said ""All the world's a stage""
But girl you know
Those cameras and lights
Won't ever change me
I don't need champagne
When I'm back home with my friends
We drink our beer on the porch
'Cause I'm still the girl next door
No fancy things when I come off tour
I slip back into my jeans
'Cause I'm still the girl next door
It's amazin' to hear people singin' along
Hear the radio playin' my song
I still get butterflies
Still get nervous inside
In the spotlight
Now every now and then
On a Friday night, cruisin' down to the dive bar
We waste the night away
Spend saturday sleepin' in late
Yeah, those were the good days
I don't need champagne
When I'm back home with my friends
We drink our beer on the porch
'Cause I'm still the girl next door
No fancy things when I come off tour
I slip back into my jeans
'Cause I'm still the girl next door
[Pre-Chorus]
And even when I'm miles away
I'll always have the roots from where I came
'Cause when it all fades away
My home will still be the same
Ooh
I don't need champagne
When I'm back home with my friends
We drink our beer on the porch
'Cause I'm still the girl next door
No fancy things when I come off tour
I slip back into my jeans
'Cause I'm still the girl next door
I don't need champagne
When I'm back home with my friends
We drink our beer on the porch
'Cause I'm still the girl next door
No fancy things when I come off tour
I slip back into my jeans
'Cause I'm still the girl next door
I don't need champagne
When I'm back home with my friends
We drink our beer on the porch
'Cause I'm still the girl next door
No fancy things when I..."
126,126,126,Faith Won’t Fail,,"Yeah, yeah
You could throw me in the fire
And I won't be burned
For my faith is Your desire
And Your, Your love endures
You could throw me in the prison cell
Shackle me up against the rail
But time and time again
My faith won't fail
For He'll prevail
In the midst of all my trials and tribulations
He'll prevail
In the midst of all my sin and temptations
He'll prevail
When I fall and He'll, He'll pick me up
For time and time again
My faith won't fail
Oh, time and time again
My faith won't fail
You could cast me in the lion's den
But they won't harm me
For Your grace surrounds me
And it sets me free
And I can walk upon the water
And I will not drown
For my eyes are set upon You
And no one can bring me down
For He'll prevail
In the midst of all my trials and tribulations
He'll prevail
In the midst of all my sin and temptations
He'll prevail
When I fall and He'll will pick me up
For time and time again
My faith won't fail
Time and time again
My faith won't fail
For His angels surround me
And You've poured out this blood covering, yeah, yeah, yeah
And I will walk and not fail, oh
For time and time again
My faith won't fail
Time and time again
My faith won't fail
For He'll prevail
In the midst of all my trials and tribulations
He'll prevail
In the midst of all my sin and temptations
He'll prevail
When I fall and He'll will pick me up
For time and time again
He'll prevail
In the midst of all my trials and tribulations
He'll prevail
In the midst of all my sin and temptations
He'll prevail
When I fall and He will, He'll pick me up
For time and time again
My faith won't fail
Oh, for time and time again
My faith won't fail
Oh, for time and time again
My faith won't fail"
127,127,127,The Prismatic World Tour [Tour Dates],,"Leg 1 — Europe
May 7, 2014 - Belfast, Northern Ireland // Odyssey Arena
May 10, 2014 - Newcastle, England // Metro Radio Arena
May 11, 2014 - Nottingham, England // Capital FM Arena
May 13, 2014 - Birmingham, England // LG Arena
May 17, 2014 - Glasgow, Scotland // The SSE Hydro
May 20, 2014 - Manchester, England // Phones 4 U Arena
May 21, 2014 - Liverpool, England // Echo Arena
May 23, 2014 - Sheffield, England // Motorpoint Arena
May 25, 2014 - Glasgow, Scotland // Glasgow Green
May 27, 2014 - London, England // O2 Arena
May 28, 2014 - London, England // O2 Arena
May 30, 2014 - London, England // O2 Arena
Leg 2 — North America
June 22, 2014 - Raleigh // PNC Arena
June 24, 2014 - Washington, D.C. // Verizon Center
June 25, 2014 - Washington, D.C. // Verizon Center
June 27, 2014 - Nashville // Bridgestone Arena
June 28, 2014 - Atlanta // Philips Arena
June 30, 2014 - Tampa // Tampa Bay Times Forum
July 2, 2014 - Sunrise // BB&T Center
July 3, 2014 - Miami // American Airlines Arena
July 7, 2014 - Uncasville // Mohegan Sun Arena
July 9, 2014 - New York City // Madison Square Garden
July 11, 2014 - Newark // Prudential Center
July 12, 2014 - Newark // Prudential Center
July 15, 2014 - Montreal, Canada // Bell Centre
July 16, 2014 - Ottawa, Canada // Canadian Tire Centre
July 18, 2014 - Toronto, Canada // Air Canada Centre
July 19, 2014 - Toronto, Canada // Air Canada Centre
July 21, 2014 - Toronto, Canada // Air Canada Centre
July 22, 2014 - Pittsburgh // Consol Energy Center
July 24, 2014 - Brooklyn // Barclays Center
July 25, 2014 - Brooklyn // Barclays Center
August 1, 2014 - Boston // TD Garden
August 2, 2014 - Boston // TD Garden
August 4, 2014 - Philadelphia // Wells Fargo Center
August 5, 2014 - Philadelphia // Wells Fargo Center
August 7, 2014 - Chicago // United Center
August 8, 2014 - Chicago // United Center
August 10, 2014 - Grand Rapids // Van Andel Arena
August 11, 2014 - Auburn Hills // The Palace of Auburn Hills
August 13, 2014 - Columbus // Nationwide Arena
August 14, 2014 - Cleveland // Quicken Loans Arena
August 16, 2014 - Louisville // KFC Yum! Center
August 17, 2014 - St. Louis // Scottrade Center
August 19, 2014 - Kansas City // Sprint Center
August 20, 2014 - Lincoln // Pinnacle Bank Arena
August 22, 2014 - Minneapolis // Target Center
August 23, 2014 - Fargo // Fargodome
August 26, 2014 - Winnipeg, Canada // MTS Centre
August 28, 2014 - Saskatoon, Canada // Credit Union Centre
August 29, 2014 - Calgary, Canada // Scotiabank Saddledome
August 31, 2014 - Edmonton, Canada // Rexall Place
September 1, 2014 - Edmonton, Canada // Rexall Place
September 9, 2014 - Vancouver, Canada // Rogers Arena
September 10, 2014 - Vancouver, Canada // Rogers Arena
September 12, 2014 - Portland // Moda Center
September 13, 2014 - Tacoma // Tacoma Dome
September 16, 2014 - Anaheim // Honda Center
September 17, 2014 - Anaheim // Honda Center
September 19, 2014 - Los Angeles // Staples Center
September 20, 2014 - Los Angeles // Staples Center
September 22, 2014 - San Jose // SAP Center
September 23, 2014 - San Jose // SAP Center
September 25, 2014 - Glendale // Gila River Arena
September 26, 2014 - Las Vegas // MGM Grand Garden Arena
September 29, 2014 - Salt Lake City // EnergySolutions Arena
September 30, 2014 - Denver // Pepsi Center
October 2, 2014 - Dallas // American Airlines Center
October 3, 2014 - Dallas // American Airlines Center
October 5, 2014 - Memphis // FedExForum
October 6, 2014 - Tulsa // BOK Center
October 8, 2014 - New Orleans // New Orleans Arena
October 10, 2014 - Houston // Toyota Center
October 11, 2014 - Houston // Toyota Center
October 14, 2014 - Monterrey, Mexico // Monterrey Arena
October 15, 2014 - Monterrey, Mexico // Monterrey Arena
October 17, 2014 - Mexico City, Mexico // Palacio de los Deportes
October 18, 2014 - Mexico City, Mexico // Palacio de los Deportes"
128,128,128,Hook Up,,"Oh, sweetheart, put the bottle down
You've got too much talent
I see you through those bloodshot eyes
There's a cure, you've found it
Slow motion, sparks you caught that chill
Now don't deny it
But boys will be boys oh, yes they will
They don't want to define it
Just give up the game and get into me
If you're looking for thrills, then get cold feet
[Pre-Chorus]
Oh no, I do not hook up, up
I go slow, so if you want me
I don't come cheap
Keep your thing in your pants
And your heart on your sleeve
Oh no, I do not hook up, up
I fall deep
'Cause the more that you try
The harder I'll fight
To say goodnight
I can't cook, no but I can clean
Up the mess you left
Lay your head down
And feel the beat as I kiss
Your forehead, this may not last
But this is now
So love the one you're with
You wanna chase
But you're chasing your tail
Quick fix won't ever get you well
[Pre-Chorus]
'Cause I feel the distance between us
Could be over with a snap of your fingers
Oh, oh, oh, yeah
[Pre-Chorus]
Oh, sweetheart
Put the bottle down
'Cause you don't
Wanna miss out"
129,129,129,Crocodile Tears,,"I'll blow you a kiss from across the room
I’ll let it miss so you don't assume
Please tell me that you want me, you need me
Doesn't matter if you don’t believe me
I have no one to call me baby
Sure is sad no one calls you lately
I try to run but I don't know how to get there
Keep on running you're going nowhere
You fear the sunrise, you can dry your eyes, your crocodile tears
I just need a man who will stay
You can save it for a rainy day
Won't you help me get my life on track?
I'd oblige but you stabbed me in back
Ride with me, I'm headed south
I can't believe a single word from your mouth
You and me are like biscuits and gravy
Now I know that you're crazy
You fear the sunrise, you can dry your eyes, your crocodile tears
Can’t believe a word you say
You can save it for a rainy day
Had to tell you not once, but twice
You need to take your own advice"
130,130,130,Chained to the Rhythm (Oliver Heldens Remix),,"Are we crazy?
Living our lives through a lens
Trapped in our white picket fence
Like ornaments
So comfortable, we're living in a bubble, bubble
So comfortable, we cannot see the trouble, trouble
Aren't you lonely
Up there in utopia
Where nothing will ever be enough?
Happily numb
So comfortable, we're living in a bubble, bubble
So comfortable, we cannot see the trouble, trouble
[Pre-Chorus]
So put your rose-colored glasses on
And party on
Turn it up, it's your favorite song
Dance, dance, dance to the distortion
Come on, turn it up, keep it on repeat
We're all chained to the rhythm
Turn it up, it's your favorite song
Dance, dance, dance to the distortion
Come on, turn it up, keep it on repeat
We're all chained to the rhythm
We're all chained to the rhythm
We're all chained to the rhythm
To the rhythm
To the rhythm
We're all chained to the rhythm
We're all chained to the rhythm
To the rhythm
To the rhythm
Turn it up, it's your favorite song
Dance, dance, dance to the distortion
Come on, turn it up, keep it on repeat
Stumbling around like a wasted zombie
Yeah, we think we're free
Drink, this one is on me
We're all chained to the rhythm
To the rhythm
To the rhythm
Turn it up, it's your favorite song
Dance, dance, dance to the distortion
Come on, turn it up, keep it on repeat
Stumbling around like a wasted zombie
Yeah, we think we're free
Drink, this one is on me
We're all chained to the rhythm
To the rhythm
To the rhythm
Are we tone deaf?
Keep sweeping it under the mat
Thought we could do better than that
I hope we can
So comfortable, we're living in a bubble, bubble
So comfortable, we cannot see the trouble, trouble
We're all chained to the rhythm
To the rhythm
To the rhythm
Turn it up, it's your favorite song
Dance, dance, dance to the distortion
Come on, turn it up, keep it on repeat
We're all chained to the rhythm
Turn it up, it's your favorite song
Dance, dance, dance to the distortion
Come on, turn it up, keep it on repeat
We're all chained to the rhythm
We're all chained to the rhythm
We're all chained to the rhythm
To the rhythm
To the rhythm"
131,131,131,Broken,,"I wear the red shoes
With the holes
To remind me
What we went through
Sit down here
Kick 'em off enough
Not had enough of you
I tell you
You know
The car you drive
Keeps breaking down
And never starts
Next thing
I'm pulling up to you
We're in the backseat
Driving it home
No one wants
To be alone
What do you do?
What do you do
When everything
Is broken?
What do you say?
What do you say
When no words
Fit the moment?
'Cuz you're not here
And even if you were
All I could say
Is what do I do?
What do I do?
We're broken
But I can't
Throw us away
The video
Of our vacation's
Chewed up in the drawer
Beside me
She thinks I never got
To watch it
I'm so glad
I made a copy
The sky
Got bitter twisted
Just like you and me
I miss it
You snap it
Bend it
Burn it
Then you find
That you can't fix it
Fall back on whatever
Still remains
Breaking you in
Breaking your heart
I was taking it all
And I tore you apart
Breaking me in
Breaking my heart
And the damage was done
But I took what you got
We were breaking' it
Smashing' it
Taking' it
Loving' it
Hating' it
Driving' it home
And now I'm all
Now I'm all alone
Oh, yeah What do I do?
We're broken
But I can't
Throw us away"
132,132,132,Last Call,,"Hello, hello I'm searchin' for a man
With love filled eyes and them healing hands
Hello, hello I've been waiting for so long
Don't disconnect me 'cause it's my last call
For help, yeah, help
For help
'Cause it's 8-9-9-3-8-3-3
Come on and listen to me
Take my call, collect my change
'Cause Lord I'm calling on Your name
Don't wanna leave, don't wanna say goodbye
Still fifteen minutes for my thirty-five
And where's this good in goodbye?
Cause talking to you is bringing me
This life, yeah, life
This life, yeah
'Cause it's 8-9-9-3-8-3-3
Come on and listen to me
Take my call, collect my change
'Cause Lord I'm calling on Your name, oh yeah
Yeah, yeah, last call
My last call, yeah, yeah, yeah, yeah
'Cause it's 8-9-9-3-8-3-3
Come on and listen to me
Take my call, collect my change
'Cause Lord I'm calling on Your name
8-9-9-3-8-3-3
Come on and listen to me
Take my call, collect my change
'Cause Lord I'm calling on Your name
8-9-9-3-8-3-3
Come on and listen to me
Take my call, collect my change
'Cause Lord I'm calling on Your name
8-9-9-3-8-3-3
Come on and listen to me
Take my call, collect my change
'Cause Lord I'm calling on Your name
I'm calling on Your name
I'm calling on Your name
This is my last call
This is my last call"
133,133,133,E.T (Tinie Tempah Remix),,"[Verse 1: Katy Perry]
You're so hypnotizing
Could you be the devil?
Could you be an angel?
Your touch magnetizing
Feels like I am floating
Leaves my body glowing
They say, be afraid
You're not like the others
Futuristic lover
Different DNA
They don't understand you
[Pre-Hook: Katy Perry]
You're from a whole 'nother world
A different dimension
You open my eyes
And I'm ready to go
Lead me into the light
[Hook: Katy Perry]
Kiss me, ki-ki-kiss me
Infect me with your love and
Fill me with your poison
Take me, ta-ta-take me
Wanna be a victim
Ready for abduction
Boy, you're an alien
Your touch so foreign
It's supernatural
Extraterrestrial
[Verse 2: Katy Perry]
You're so supersonic
Wanna feel your powers
Stun me with your lasers
Your kiss is cosmic
Every move is magic
[Pre-Hook + Hook]
[Bridge: Katy Perry]
This is transcendental
On another level
Boy, you're my lucky star
I wanna walk on your wave length
And be there when you vibrate
For you I'll risk it all
All
[Verse 3: Tinie Tempah]
Katy, you gon' create a monster, fucking with an alien
Cause once you let me in, your world will never be the same again
We invading USA, the Russians and Australians
Cause we keep the radio active, uranium
Landed in a pod in Little Britain, David Walliams
Now I'm in your Sun, your Star, your Mirror and your Mail again
I'm Saville Row ten remixed with vintage Nike blazers
I can read your body language like you just came out of LA Ink
Caps lock, baby, cause I'm all about my capital
I think so irrational, I'm big international
All my raps is factual, I'm so supernatural
And I've been fly a very long time, terminators
[Hook]"
134,134,134,High and the Lows,,"[Katy Perry]:
You gotta take the highs with the lows
Sometimes its just how it goes
And when your down to nothing at all
Its always predictable
Postpone your broken dreams
While flipping through the pages of a magazine
You gotta take the highs with the lows
[Mickey Avalon]:
Preacher Mcgrath was always eager to ask
Why his mother rubbed her hands
Beneath his pants at mass
And if he missed a prayer he best beware her wrath
'Cause moms would whip his a** to keep him on the path
To the son and the father plus the holy ghost
Run for cover or she bust his nose
Behind closed doors he dressed in hookers clothes
And shoot *** on his catechism
Listen close
One day he got married to a bird named Peresphone
Who died giving birth to his only child Stephanie
Whose destiny was flawed
Undeserved because God made her father a filthy perv
[Katy Perry]:
You gotta take the highs with the lows
Sometimes its just how it goes
And when your down to nothing at all
Its always predictable
Postpone your broken dreams
While flipping through the pages of a magazine
You gotta take the highs with the lows
[Mickey Avalon]:
Little Steph used to be so innocent
Now she never slept from all the crystal meth
Her papa was a preacher so she knew the good book
And when he tucked her into bed
He fondled the nook
But baby look good in the Honda Accord
With the chest pressed up against the dashboard
A pocket full of cash and a bottle of coors
Rev the throttle hit the gas and nash on the floor
Toward the end of the night
Steph would go to score
And when the dealer dished it out she hit him up for more
A bag of skittle for the baby while Steph gets crazy
From a shot to the neck
Hot we and hazy
Lady of the Eve maybe shed be in better health
If her father learned to keep his hands to himself
[Katy Perry]:
You gotta take the highs with the lows
Sometimes its just how it goes
And when your down to nothing at all
Its always predictable
Postpone your broken dreams
While flipping through the pages of a magazine
You gotta take the highs with the lows
[Mickey Avalon]:
Norm was born to Stephanie in '73
He became a therapist real swift with the ladies
As a baby he was brought to cop with moms
He got his face filled with candy while she marked her arms
A long shot from the start but the kid was smart
He would hit the books while the other hit the yard
He started breaking hearts back in Junior High
'Cause Norm could stop 'em dead in their tracks with his eyes
Fiercely piercing past their thighs and into the stars
Hello, goodbye
College was a breeze got A's and B's and never missed a single party
He opened up his practice in the deep deep south
And helped damaged debutantes ease their woes on his couch
[Katy Perry]:
You gotta take the highs with the lows
Sometimes its just how it goes
And when your down to nothing at all
Its always predictable
Postpone your broken dreams
While flipping through the pages of a magazine
You gotta take the highs with the lows"
135,135,135,Whatever You Say,,"Crazy that the world is round
And we have our upside downs
And it's more than a miracle
That I even met you
Crazy how I went on dates
For you to say the words you say
And sometimes it's the little things that
That come to get you
[Pre-Chorus]
I can feel the distance
Baby, maybe you can save me
This is real love, real love
I can see the problem isn't
Hanging onto any piece of you love, you love
Now don't say whatever you say
As long as you say you love me
I'm gonna, gonna live this life
This life and never, ever let go now
Don't say whatever you say
As long as you say you love me
I'm gonna, gonna live this life
This life but never, ever let go now
Oh, oh
Save me when I rip the cord
And hang on so I don't get bored
And pull me when I kiss the ground
It's so nice to know you
Go 'head, you can chase the light
Kick back when it gets too bright
'Cause my world is another world
I'd, I'd like to show you
[Pre-Chorus]
I can see the problem isn't
Hanging onto any piece of you love, you love
Now don't say whatever you say
As long as you say you love me
I'm gonna, gonna live this life
This life and never, ever let go now
Don't say whatever you say
As long as you say you love me
I'm gonna, gonna live this life
This life but never, ever let go now
No, no
[Pre-Chorus]
I can see the problem isn't
Hanging onto any piece of you love, you love
Now don't say whatever you say
As long as you say you love me
I'm gonna, gonna live this life
This life and never, ever let go now
Don't say whatever you say
As long as you say you love me
I'm gonna, gonna live this life
This life but never, ever let go now
Don't say whatever you say
As long as you say you love me
Don't say whatever you say
As long as you say you love me
Don't say whatever you say
As long as you say you love me
Don't say whatever you say
As long as you say you love me"
136,136,136,Speed Dialin’,,"*Phone rings*
Hello?
Hi, it's me, can I come over?
Sometimes I want a shot of your Novocaine
I think I found the switch that turns off the brain
Locate the black hole that I can jump right through
'Cause my ears, they won't stop ringing
I won't stand another pick up line
Oh, my heart, it will stop beating
If I don't see you tonight
I'm throwing down some drinks, and then speed dialin'
I think I'm gonna wake you up
I stutter when I speak, but I'm not lying
I think I want you way too much
These things I confess, they just lead to a dysfunctional love
Just don't hang up
Just, just don't hang up
Running away is not the solution
My head's not straight with all this pollution
Electronic gadgets add to the confusion
So, are you on your own?
Or should I take a rain check?
Now am I going home?
Or will I cry my eyes out?
I'm throwing down some drinks, and then speed dialin'
I think I'm gonna wake you up
I stutter when I speak, but I'm not lying
I think I want you way too much
These things I confess, they just lead to a dysfunctional love
Don't hang up
There wouldn't be so much to say
If I wasn't in this all to stay
Is it too late
For us to communicate?
I, I, I, speed dialin'
I, I, I, speed dialin'
I'm throwing down some drinks, and then speed dialin'
I think I'm gonna wake you up
I stutter when I speak, but I'm not lying
I think I want you way too much
Don't hang up
'Cause I want you way too much
Out of luck
Because you're too far for me to touch
Don't hang up
Because I need you way too much"
137,137,137,Birthday (Cash Cash Remix),,"Every birthday...
Boy, when you're with me, I'll give you a taste
Make it like your birthday every day
I know you like it sweet, so you can have your cake
Give you something good to celebrate
[Post-Chorus]
So make a wish
I'll make it like your birthday every day
I'll be your gift
Give you something good to celebrate
(Celebrate, celebrate, celebrate...)
Give you something good to celebrate
So make a wish
I'll make it like your birthday every day
I'll be your gift
Give you something good to celebrate
Happy birthday...
So let me get you in your birthday suit
It's time to bring out the big balloons
So let me get you in your birthday suit
It's time to bring out the big, big, big, big, big, big balloons
Boy, when you're with me, I'll give you a taste
Make it like your birthday every day
I know you like it sweet, so you can have your cake
Give you something good to celebrate
Give you something good to celebrate
So make a wish
I'll make it like your birthday every day
I'll be your gift
Give you something good to celebrate
Oh, baby
I'll make it like your birthday every day
Celebrate now
Every birthday..."
138,138,138,Normalize*,,"I won't, no, I won't apologize
I will not, will not subscribe
Don't ask me, ask me to normalize"
139,139,139,Dark Horse (Remix),,"[Intro: TEE]
Yeah, you guys ready?
TEEさん
Katy Perry and TEE
Uh-huh, here we go!
[Verse 1: Katy Perry]
I knew you were, you were gonna come to me
And here you are, but you better choose carefully
'Cause I, I'm capable of anything
Of anything, and everything
Make me your Aphrodite
Make me your one and only
But don't make me your enemy
Your enemy, your enemy
[Chorus: Katy Perry]
So you wanna play with magic?
Boy, you should know what you're fallin' for
Baby, do you dare to do this?
'Cause I'm coming at you like a dark horse
Are you ready for, ready for
A perfect storm, perfect storm?
'Cause once you're mine, once you're mine
There's no going back
[Verse 2: Katy Perry]
Mark my words, this love will make you levitate
Like a bird, like a bird without a cage
We're down to earth if you choose to walk away
Don't walk away
It's in the palm of your hand now, baby
It's a yes or a no, no maybe
So just be sure before you give it all to me
All to me, give it all to me
[Chorus: Katy Perry]
So you wanna play with magic?
Boy, you should know what you're fallin' for
Baby, do you dare to do this?
'Cause I'm coming at you like a dark horse
Are you ready for, ready for
A perfect storm, perfect storm?
'Cause once you're mine, once you're mine
There's no going back
[Verse 3: TEE]
妖異の魔女だと 言われても
どうにも止まらんぞ 分かってても
狂喜の愛ほど 抑えられない衝動
こいつが bueno (aha!)
ゴージャスなそのlips
とろけそうなkiss
視線の先の 男どもを
一目で招く
富士山芸者も脱帽
この国の宝と並ぶほど
見てみろ マジbeautiful
ゴージャスな美貌で
イチコロ
[Bridge: TEE]
危険なシグナル
あの日から感じてる
逃れようとしても
その魔法にヤられる
[Chorus: Katy Perry]
So you wanna play with magic?
Boy, you should know what you're fallin' for (you should know)
Baby, do you dare to do this?
'Cause I'm coming at you like a dark horse (like a dark horse)
Are you ready for, ready for (ready for)
A perfect storm, perfect storm? (A perfect storm)
'Cause once you're mine, once you're mine (mine)
There's no going back"
140,140,140,Takes One To Know One,,"What are you lookin' at?
(Yeah)
I saw this coming from a mile away
I saw a crack in the egg
A little rip in the page
I found your necklace on the floor
(Breathing)
Underneath the bed
Where you said
I was the only one
You thought I'd cry
(You-thought-I'd-cry)
You thought I'd lay down and die
You thought there's no getting over you
(Ha-ha)
And all this time
(All-this-time)
You've been having your fun
I've been having some fun too
Cause' it takes one, to know one
Congrats you've met your match
You think I'd lie here, heartbroken
But the knife is in your back
(In-your-back)
You left your suit, you left your tie
And looked me in the eye
And swore that it was business baby
(Yeah, right)
And when you left I got a call
That started it all
And now it's not your business ba-by
You thought I'd cry
(You-thought-I'd-cry)
You thought I'd lay down and die
You thought there's no getting over you
(Ha-Ha)
But all this time
(All-this-time)
You've been having your fun
I've been having some fun too
Cause' it takes one, to know one
Congrats you've met your match
You think I'd lie here, heartbroken
(I'd-lie-here)
But the knife is in your back
(In-your-back)
You're such a wreck
The cutest accident
Makes so much sense
You'll come back to me, oh
(Ahh)
And I'll let you
Hey
Huh
You're back
Cause' it takes one, to know one
Congrats you've met your match
You think i'd lie here, heartbroken
(I'd-lie-here)
But the knife is in you're back
(In-your-back)
Cause' it takes one, to know one
(Hi, nice to meet you)
Congrats you've met your match
You think I'd lie here heartbroken
(I'll-lie-here)
But the knife is in your back
(In-your-back)
------------------
PS: This is my very first annotation so it would be nice of you if you left a feedback about it. :]"
141,141,141,Dark Horse (Solo Version),,"[Verse 1: Katy Perry]
I knew you were, you were gonna come to me
And here you are, but you better choose carefully
'Cause I, I'm capable of anything
Of anything, and everything
Make me your Aphrodite
Make me your one and only
But don't make me your enemy (enemy)
Your enemy (your enemy), your enemy
[Chorus: Katy Perry]
So you wanna play with magic?
Boy, you should know what you're falling for
Baby, do you dare to do this?
Cause I'm coming at you like a dark horse
Are you ready for, ready for
A perfect storm, perfect storm?
'Cause once you're mine, once you're mine
There's no going back
[Verse 2: Katy Perry]
Mark my words, this love will make you levitate
Like a bird, like a bird without a cage
We're down to earth if you choose to walk away
Don't walk away
It's in the palm of your hand now, baby
It's a yes or a no, no maybe
So just be sure before you give it all to me
All to me, give it all to me
[Chorus: Katy Perry]
So you wanna play with magic?
Boy, you should know what you're falling for
Baby, do you dare to do this?
Cause I'm coming at you like a dark horse
Are you ready for, ready for
A perfect storm, perfect storm?
'Cause once you're mine, once you're mine
There's no going back
[Verse 3: Katy Perry]
Make me your Aphrodite (there's no going back)
Make me your one and only
[Chorus: Katy Perry]
So you wanna play with magic?
Boy, you should know what you're fallin' for (you should know)
Baby, do you dare to do this?
'Cause I'm coming at you like a dark horse (like a dark horse)
Are you ready for, ready for (ready for)
A perfect storm, perfect storm? (a perfect storm)
'Cause once you're mine, once you're mine
There's no going back"
